"","Country Name","Country Code","Continent","year","Pop","Pop.fe","Pop.ma","birthrate","deathrate","lifeexp","lifeexp.fe","lifeexp.ma","ed.spend","ed.years","labour","lit.rate.per","co2","gdp","unemp","unemp.fe","unemp.ma","health.exp","medbeds","surg.pro","nurse.midwi"
"1","Afghanistan","AFG","Asia",1999,20170844,9784257,10386587,48.419,12.037,55.376,56.645,54.21,NA,6,4906827,NA,821.408,NA,NA,NA,NA,NA,NA,NA,NA
"2","Albania","ALB","Europe",1999,3108778,1543050,1565728,17.321,5.983,73.587,76.616,70.797,3.59293,8,1330854,NA,2984.938,3212119044.17089,18.3999996185303,21.3999996185303,16.3999996185303,NA,3.0299999714,NA,4.0766
"3","Algeria","DZA","Africa",1999,30623406,15103751,15519655,20.175,5.05,70.183,71.638,68.78,NA,10,8670493,NA,92045.367,48639108360.6213,NA,NA,NA,NA,NA,NA,NA
"4","American Samoa","ASM","Oceania",1999,57053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Andorra","AND","Europe",1999,64370,NA,NA,12.6,NA,NA,NA,NA,NA,10,NA,NA,513.38,1239876305.13531,NA,NA,NA,NA,3.2000000477,NA,3.1677
"6","Angola","AGO","Africa",1999,15866869,7969815,7897054,48.293,18.404,46.093,48.265,44.074,NA,4,6486187,NA,9156.499,6152922942.98032,NA,NA,NA,NA,NA,NA,NA
"7","Antigua and Barbuda","ATG","North America",1999,74674,39545,35129,19.943,6.328,73.705,75.15,72.167,2.75397,11,NA,NA,330.03,766198925.925926,NA,NA,NA,NA,NA,NA,3.1191
"8","Arab World","ARB","Aggregated Nations",1999,276393837,135454021,140939816,29.1436814075019,6.54340160406326,67.517688947424,69.428716732824,65.7336574755568,NA,9,80583510,64.17577,919932.956,644169176424.574,NA,NA,NA,NA,NA,NA,NA
"9","Argentina","ARG","South America",1999,36467218,18763440,17703778,19.702,7.862,73.396,76.808,69.948,4.52168,10,16082632,NA,146984.361,2.83523e+11,14.0500001907349,15.1800003051758,13.2799997329712,NA,NA,NA,NA
"10","Armenia","ARM","Asia",1999,3089022,1638219,1450803,13.062,8.583,70.944,74.07,67.579,2.23519,10,1222890,NA,3014.274,1845482181.44801,11.1999998092651,15,7.59999990463257,NA,6.1999998093,NA,NA
"11","Aruba","ABW","South America",1999,89005,45856,43149,14.615,6.934,73.738,76.221,71.259,4.39554,NA,NA,NA,1807.831,1722798882.68156,NA,NA,NA,NA,NA,NA,NA
"12","Australia","AUS","Oceania",1999,18926000,9489571,9436429,13.1,6.8,78.9317073170732,81.8,76.2,NA,10,9417078,NA,325343.574,388608221581.652,6.87230014801025,6.65840005874634,7.03709983825684,NA,7.9000000954,NA,NA
"13","Austria","AUT","Europe",1999,7992324,4116125,3876199,9.8,9.8,77.8756097560976,81,74.9,6.11234,9,3888031,NA,61869.624,217185787342.851,4.69770002365112,4.75559997558594,4.65229988098145,NA,8.8999996185,NA,5.5684
"14","Azerbaijan","AZE","Asia",1999,7982750,4082757,3899993,14.7,5.8,66.491,69.797,63.184,4.21214,9,3439523,98.7918,28576.931,4581246713.32066,16.25,18.6299991607666,14.1899995803833,NA,8.8999996185,NA,8.8796
"15","Bahamas, The","BHS","North America",1999,294062,150495,143567,18.532,5.757,71.858,75.196,68.485,NA,12,154591,NA,1675.819,7683870000,7.44999980926514,9.72000026702881,6.03000020980835,NA,NA,NA,NA
"16","Bahrain","BHR","Asia",1999,636541,272674,363867,22.271,2.901,74.239,75.258,73.452,NA,NA,291226,NA,18019.638,6621010372.34043,NA,NA,NA,NA,NA,NA,NA
"17","Bangladesh","BGD","Asia",1999,125189651,60836452,64353199,28.158,7.082,64.881,65.359,64.456,2.13282,5,45155414,NA,25236.294,51270569883.5275,NA,NA,NA,NA,0.3000000119,NA,NA
"18","Barbados","BRB","North America",1999,270451,140477,129974,14.095,7.51,76.933,78.76,74.988,4.25458,11,144799,NA,1210.11,3012081738.17929,10.6099996566772,13.4099998474121,7.8899998664856,NA,NA,NA,3.7
"19","Belarus","BLR","Europe",1999,10026738,5319112,4707626,9.3,14.2,67.9073170731707,73.9,62.2,6.00001,9,4759854,99.59073,56112.434,12138486532.0203,2.09999990463257,2.59999990463257,1.60000002384186,NA,12.6400003433,NA,9.6499
"20","Belgium","BEL","Europe",1999,10226419,5219839,5006580,11.2,10.3,77.619512195122,81,74.4,NA,12,4367000,NA,114260.053,258158533986.789,8.64859962463379,10.2135000228882,7.47240018844604,NA,7.0999999046,NA,NA
"21","Belize","BLZ","North America",1999,238988,118650,120338,30.431,5.953,68.734,71.635,66.131,5.44344,8,85313,NA,348.365,732732350,12.8400001525879,20.3299999237061,9,NA,NA,NA,NA
"22","Benin","BEN","Africa",1999,6664098,3384290,3279808,42.76,12.884,55.218,56.854,53.499,2.62665,6,2639937,NA,1562.142,3676045652.8197,NA,NA,NA,NA,NA,NA,NA
"23","Bermuda","BMU","North America",1999,61285,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,513.38,3324433000,NA,NA,NA,NA,NA,NA,NA
"24","Bhutan","BTN","Asia",1999,577881,282921,294960,28.17,9.256,59.974,60.19,59.742,NA,NA,235928,NA,385.035,419035810.496981,1.39999997615814,1.60000002384186,1.20000004768372,NA,1.6000000238,NA,NA
"25","Bolivia","BOL","South America",1999,8257066,4103291,4153775,30.823,9.676,61.835,63.731,60.016,NA,8,3623057,NA,10443.616,8285075872.27307,3.9300000667572,4.59000015258789,3.38000011444092,NA,NA,NA,NA
"26","Bosnia and Herzegovina","BIH","Europe",1999,3743354,1906473,1836881,11.546,8.289,74.05,76.581,71.352,NA,8,1329864,NA,10377.61,4685733115.46841,NA,NA,NA,NA,3.7999999523,NA,4.5141
"27","Botswana","BWA","Africa",1999,1610264,831781,778483,29.498,13.11,51.214,53.972,48.657,NA,NA,578755,NA,3160.954,5484257417.17845,NA,NA,NA,NA,NA,NA,3.1
"28","Brazil","BRA","South America",1999,172318675,86926089,85392586,20.654,6.233,69.769,73.636,66.1,3.80062,8,76474668,NA,320173.104,599388579985.673,10.2082996368408,13.2489995956421,8.14990043640137,NA,NA,NA,2.5418
"29","British Virgin Islands","VGB","North America",1999,20026,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,102.676,NA,NA,NA,NA,NA,NA,NA,NA
"30","Brunei Darussalam","BRN","Asia",1999,326210,160333,165877,23.269,3.593,72.538,73.935,71.383,4.93205,NA,151413,NA,3909.022,4.6e+09,NA,NA,NA,NA,NA,NA,NA
"31","Bulgaria","BGR","Europe",1999,8210624,4206651,4003973,8.8,13.6,71.4121951219512,75.1,67.9,NA,9,3513739,NA,43981.998,13531969309.4629,14.1000003814697,14.1000003814697,14,NA,7.4899997711,NA,6.2906
"32","Burkina Faso","BFA","Africa",1999,11282701,5744499,5538202,46.442,15.828,50.168,51.461,48.727,NA,10,4696216,NA,931.418,2993753187.09677,NA,NA,NA,NA,NA,NA,NA
"33","Burundi","BDI","Africa",1999,6267124,3193513,3073611,43.274,15.583,48.339,49.838,46.788,3.41745,NA,2629302,NA,253.023,808077223.365746,14,13.1999998092651,15,NA,NA,NA,NA
"34","Cabo Verde","CPV","Africa",1999,420452,218288,202164,28.581,6.454,68.041,70.683,65.046,6.80168,6,140816,NA,183.35,592416703.058878,NA,NA,NA,NA,NA,NA,NA
"35","Cambodia","KHM","Asia",1999,11886458,6108953,5777505,28.989,9.863,57.604,59.805,55.361,NA,NA,5422148,NA,1895.839,3517242477.2285,NA,NA,NA,NA,NA,NA,NA
"36","Cameroon","CMR","Africa",1999,15112592,7590731,7521861,41.576,14.669,50.878,52.495,49.304,NA,6,6812480,NA,3080.28,11198378749.4719,NA,NA,NA,NA,NA,NA,NA
"37","Canada","CAN","North America",1999,30401286,15344448,15056838,11.2,7.2,78.8853658536585,81.6,76.3,5.54994,10,15934261,NA,515389.516,676084000807.7,7.58309984207153,7.29330015182495,7.8274998664856,NA,3.9000000954,NA,NA
"38","Caribbean small states","CSS","North America",1999,6468476,3198548,3156479,20.8507637125696,6.9074204724858,71.3102709815395,73.42088530577,69.2822188964349,2.75612,6,2702010,86.98089,40813.71,31872310302.3419,14.0818657528949,19.6115768786284,9.99081973901313,NA,NA,NA,NA
"39","Cayman Islands","CYM","North America",1999,40420,NA,NA,15.4871794871795,3.28205128205128,NA,NA,NA,NA,12,NA,NA,429.039,NA,NA,NA,NA,NA,NA,NA,NA
"40","Central African Republic","CAF","Africa",1999,3558014,1804000,1754014,41.378,19.093,44.461,46.092,42.88,1.69002,10,1458439,NA,264.024,999477510.686632,NA,NA,NA,NA,NA,NA,NA
"41","Central Europe and the Baltics","CEB","Aggregated Nations",1999,109060951,56239007,52821944,9.71222388937357,11.2557640956203,72.1845610740875,76.3548606297405,68.2236268294101,4.579165,9,50855821,98.47383,730323.387,433961511913.474,10.3840613044292,10.4242644417062,10.1018145879597,NA,6.61653067869634,NA,NA
"42","Chad","TCD","Africa",1999,8053536,4046217,4007319,51.112,17.873,47.657,48.856,46.473,3.22786,6,2982566,NA,161.348,1534673583.2487,NA,NA,NA,NA,NA,NA,0.0596
"43","Channel Islands","CHI","Europe",1999,147555,75780,71775,12.339,9.081,78.742,81.068,76.284,NA,NA,72385,NA,NA,6262740656.85164,NA,NA,NA,NA,NA,NA,NA
"44","Chile","CHL","South America",1999,15162800,7703458,7459342,17.112,5.332,76.092,79.089,72.963,3.72922,8,6239824,NA,61502.924,75173794497.0321,11.1579999923706,13.1009998321533,10.1429996490479,NA,NA,NA,NA
"45","China","CHN","Asia",1999,1252735000,610004104,642730896,14.64,6.46,71.063,73.141,69.207,1.88804,9,725942229,NA,3318055.614,1093997267271.06,3.09999990463257,NA,NA,NA,2.5199999809,NA,0.9662
"46","Colombia","COL","South America",1999,38999471,19875546,19123925,22.803,5.231,72.619,76.03,69.215,4.4408,10,17693169,NA,56512.137,86186158684.7685,20.0599994659424,23.3099994659424,17.2299995422363,NA,NA,NA,0.537
"47","Comoros","COM","Africa",1999,528848,262865,265983,37.806,9.563,59.388,60.975,57.833,NA,6,124510,NA,91.675,382454989.945311,NA,NA,NA,NA,NA,NA,NA
"48","Congo, Dem. Rep.","COD","Africa",1999,45919613,23157970,22761643,45.996,16.288,49.557,50.991,48.114,NA,6,17874557,NA,1382.459,4711259427.27273,NA,NA,NA,NA,NA,NA,NA
"49","Congo, Rep.","COG","Africa",1999,3038433,1540144,1498289,38.5,12.995,51.925,53.393,50.388,NA,10,1193438,NA,821.408,2353909563.94122,NA,NA,NA,NA,NA,NA,NA
"50","Costa Rica","CRI","North America",1999,3885430,1934771,1950659,20.088,3.933,77.293,79.685,74.959,5.41687,11,1609637,NA,5522.502,14195623342.9011,5.89499998092651,7.85799980163574,4.8439998626709,NA,NA,NA,NA
"51","Cote d'Ivoire","CIV","Africa",1999,16032573,7758050,8274523,41.315,14.858,49.891,51.765,48.341,4.09433,10,5933629,NA,6266.903,12376639822.9265,NA,NA,NA,NA,NA,NA,NA
"52","Croatia","HRV","Europe",1999,4512597,2338795,2173802,10,11.5,72.6419512195122,76.55,68.92,NA,8,2007456,NA,19992.484,23400480897.6757,13.5588998794556,NA,NA,NA,5.9299998283,NA,4.8712
"53","Cuba","CUB","North America",1999,11084670,5555565,5529105,13.365,7.156,76.475,78.49,74.538,6.75524,9,4500514,NA,25331.636,28364615200,6.26000022888184,9.64000034332275,4.28999996185303,NA,NA,NA,NA
"54","Curacao","CUW","South America",1999,139428,73898,65530,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Cyprus","CYP","Europe",1999,926046,459548,466498,13.731,6.865,77.875,79.967,75.803,4.77208,9,431777,NA,6376.913,10497908306.3646,5.69999980926514,7.90000009536743,4.30000019073486,NA,NA,NA,3.1857
"56","Czech Republic","CZE","Europe",1999,10283860,5281796,5002064,8.7,10.7,74.6682926829268,78.1,71.4,3.68481,NA,5184158,NA,111975.512,64867483193.1315,8.48910045623779,10.1211004257202,7.16900014877319,NA,NA,NA,7.812
"57","Denmark","DNK","Europe",1999,5321799,2689192,2632607,12.4,11.1,76.3414634146341,78.8,74,7.93116,9,2878840,NA,55148.013,177965188354.692,5.1414999961853,5.8983998298645,4.48530006408691,NA,4.3000001907,NA,9.3575
"58","Djibouti","DJI","Africa",1999,699975,347725,352250,32.206,10.266,56.992,58.621,55.42,7.62948,NA,254926,NA,315.362,536080148.097299,NA,NA,NA,NA,NA,NA,0.7043
"59","Dominica","DMA","North America",1999,69835,NA,NA,NA,NA,NA,NA,NA,4.02858,12,NA,NA,80.674,331759000,15.6700000762939,19.4200000762939,13.0699996948242,NA,NA,NA,NA
"60","Dominican Republic","DOM","North America",1999,8343283,4163183,4180100,25.211,6.137,69.175,72.192,66.436,NA,9,3209348,NA,18562.354,22137599986.1056,NA,NA,NA,NA,NA,NA,NA
"61","Early-demographic dividend","EAR","Aggregated Nations",1999,2428682278,1190622834,1238059444,27.1355477121233,8.12924227894658,64.068894698629,65.5870542791135,62.6513522547234,4.11037,9,917051571,67.57348,4080692.605,3038482699006.81,NA,NA,NA,NA,NA,NA,NA
"62","East Asia & Pacific","EAS","Aggregated Nations",1999,2028650274,999999775,1028448816,16.2487113301028,6.67736214364627,70.8551711975263,73.2539223715515,68.6411893963229,NA,9,1102374853,89.79081,6313362.34652766,7655403229007.96,3.78138211729602,NA,NA,NA,3.7006778361322,NA,NA
"63","East Asia & Pacific (excluding high income)","EAP","Aggregated Nations",1999,1798649990,884157446,914365273,16.9366350528279,6.65828513477936,69.8360672330572,72.0896868665572,67.7639623568622,NA,8.5,984863632,90.02454,4049087.37109915,1576379271881.96,3.61258829731946,NA,NA,NA,2.5048830581539,NA,NA
"64","East Asia & Pacific (IDA & IBRD countries)","TEA","Aggregated Nations",1999,1775880231,872506967,903284270,16.9175312815742,6.62653388579349,69.9020157498698,72.1381803378689,67.8527537653412,NA,8,971033240,89.89668,3984699.93861732,1573129462119.11,3.61258829731946,NA,NA,NA,2.5048830581539,NA,NA
"65","Ecuador","ECU","South America",1999,12442115,6195760,6246355,26.022,5.241,72.425,75.318,69.681,1.54734,10,5459641,NA,21495.954,19645272636.3182,13.960000038147,19.25,10.2600002288818,NA,NA,NA,1.653
"66","Egypt, Arab Rep.","EGY","Africa",1999,67515591,33529872,33985719,26.381,6.628,68.357,70.814,65.991,NA,9,19569644,NA,125393.065,90710704806.8416,7.94999980926514,19.2600002288818,4.94000005722046,NA,NA,NA,NA
"67","El Salvador","SLV","North America",1999,5844846,3024622,2820224,25.843,6.813,68.581,73.081,64.089,2.56261,9,2286724,NA,5698.518,11284197000,6.67999982833862,4.44999980926514,8.14999961853027,NA,NA,NA,0.6755
"68","Equatorial Guinea","GNQ","Africa",1999,581770,281429,300341,41.28,13.991,52.93,54.307,51.638,NA,5,202398,NA,465.709,621117885.668503,NA,NA,NA,NA,NA,NA,NA
"69","Eritrea","ERI","Africa",1999,2237405,1124143,1113262,32.187,11.847,54.707,56.576,52.908,4.56803,NA,945005,NA,619.723,688921325.712043,NA,NA,NA,NA,NA,NA,NA
"70","Estonia","EST","Europe",1999,1390244,742625,647619,9,13.4,70.0634146341463,75.8,64.6,6.68736,9,673734,NA,15159.378,5762048126.06474,11.5731000900269,10.1465997695923,12.924599647522,NA,7.5300002098,NA,6.3307
"71","Eswatini","SWZ","Africa",1999,994108,516062,478046,32.669,13.687,49.424,52.795,46.228,5.09095,NA,285590,NA,1239.446,1547884442.26205,NA,NA,NA,NA,NA,NA,NA
"72","Ethiopia","ETH","Africa",1999,64343013,32263005,32080008,44.454,14.517,51.366,52.806,49.984,NA,8,27488669,NA,3157.287,7700833482.00615,3.71370005607605,5.06180000305176,2.72049999237061,NA,NA,NA,NA
"73","Euro area","EMU","Aggregated Nations",1999,320258898,164362831,155896067,10.4727684238331,9.74116757652117,78.0212365263314,81.4011119407891,74.8095552493573,4.784355,9.5,146896745,NA,2618685.374,7113968959063.5,10.4377802444024,12.6363473128573,8.79299218817479,NA,6.87948900697098,NA,NA
"74","Europe & Central Asia","ECS","Aggregated Nations",1999,860318191,443615391,414575606,11.6265419626812,10.7744316766733,72.8717237847178,76.9760460290307,69.026476971942,4.507,9,393942762,96.46464,6506503.61656134,10655495547521.6,10.3760653123257,11.1893087774437,9.45478027263967,NA,7.09480075197197,NA,NA
"75","Europe & Central Asia (excluding high income)","ECA","Aggregated Nations",1999,391494440,203184771,186547669,12.8736330057442,11.6556981600043,67.4917677331655,72.5713041250736,62.6976609782774,3.61808,9,175612053,96.77288,2655558.8347506,626844160435.184,11.4681847070107,11.6066795438256,11.1836475745888,NA,8.07479136282556,NA,NA
"76","Europe & Central Asia (IDA & IBRD countries)","TEC","Aggregated Nations",1999,434667308,225406699,207498609,12.5793182432053,11.4979260698389,68.0487163379205,73.0555907360428,63.3262853528787,3.755325,9,194785388,96.96655,2991556.59549151,820023796411.018,11.5698079508039,11.7939990642357,11.2256734438748,NA,7.77812952995332,NA,NA
"77","European Union","EUU","Aggregated Nations",1999,428815493,220073666,208741827,10.3215639648682,10.1171149681152,76.7485819817053,80.2496277412673,73.4223020478498,4.60029,9,198151757,NA,3896092.158,7920770837787.28,10.1780265885049,11.7946552390729,8.86325167852311,NA,6.66926894726598,NA,NA
"78","Faroe Islands","FRO","Europe",1999,46436,NA,NA,13.9,8.9,78.2804878048781,81.2,75.5,NA,NA,NA,NA,630.724,1120280381.86979,NA,NA,NA,NA,NA,NA,NA
"79","Fiji","FJI","Oceania",1999,806303,396804,409499,25.107,6.917,65.512,67.343,63.81,5.15351,NA,301413,NA,784.738,1942170999.18765,NA,NA,NA,NA,2.6,NA,1.9546
"80","Finland","FIN","Europe",1999,5165474,2645100,2520374,11.1,9.6,77.2912195121951,81.02,73.74,5.86961,9,2566222,NA,55423.038,135218410398.466,11.6933002471924,12.4430999755859,11.0020999908447,NA,7.5999999046,NA,15.0208
"81","Fragile and conflict affected situations","FCS","Aggregated Nations",1999,469945426,234234779,233888878,39.3476470843311,13.3048631798286,54.4790720087705,56.1314814364096,52.8008573505962,NA,6.5,167808243,61.79219,257411.903624418,341936005343.757,NA,NA,NA,NA,NA,NA,NA
"82","France","FRA","Europe",1999,60496718,31140705,29356013,12.9,9.1,78.7560975609756,82.7,75,5.67414,10,27159264,NA,368918.535,1492647560196.04,11.9807996749878,13.9005002975464,10.3535995483398,NA,8.3000001907,NA,6.424
"83","French Polynesia","PYF","Oceania",1999,236221,114504,121717,20.687,4.811,71.946,74.891,69.429,NA,NA,94532,NA,495.045,3797016068.69688,NA,NA,NA,NA,NA,NA,NA
"84","Gabon","GAB","Africa",1999,1199052,604204,594848,33.751,11.52,58.646,59.734,57.498,3.08123,10,329944,NA,4807.437,4662992036.2073,NA,NA,NA,NA,NA,NA,NA
"85","Gambia, The","GMB","Africa",1999,1277133,640515,636618,43.061,11.545,55.547,56.771,54.427,1.56513,9,395351,NA,231.021,814723460.08372,NA,NA,NA,NA,NA,NA,NA
"86","Georgia","GEO","Asia",1999,4157192,2184417,1972775,12.376,11.537,69.756,73.495,65.88,2.15517,6,2149594,NA,4345.395,2800026339.12617,13.8000001907349,12.1599998474121,15.3199996948242,NA,5.6900000572,NA,4.9999
"87","Germany","DEU","Europe",1999,82100243,42151293,39948950,9.4,10.3,77.7268292682927,80.8,74.8,NA,13,40291759,NA,822460.429,2194204133816.32,8.85499954223633,9.23530006408691,8.55939960479736,NA,9.1999998093,NA,NA
"88","Ghana","GHA","Africa",1999,18812359,9318365,9493994,36.126,10.453,56.972,57.749,56.182,4.11037,9,8067162,NA,6549.262,7719354838.70968,10.1000003814697,10.6999998092651,9.39999961853027,NA,NA,NA,NA
"89","Gibraltar","GIB","Europe",1999,30529,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,319.029,NA,NA,NA,NA,NA,NA,NA,NA
"90","Greece","GRC","Europe",1999,10761698,5411214,5350484,9.4,9.6,77.9878048780488,80.6,75.5,3.02773,9,4862323,NA,86636.542,142540728958.023,11.8528003692627,18.1898002624512,7.69220018386841,NA,4.6999998093,NA,2.7794
"91","Greenland","GRL","North America",1999,56100,NA,NA,16.8,8.5,66.4034146341464,68.99,63.94,NA,NA,NA,NA,539.049,1131561595.13775,9.02999973297119,7.42000007629395,10.5500001907349,NA,NA,NA,NA
"92","Grenada","GRD","North America",1999,102432,51535,50897,18.939,7.129,72.455,75.064,69.824,NA,9,NA,NA,194.351,482009370.37037,NA,NA,NA,NA,NA,NA,3.8477
"93","Guam","GUM","Oceania",1999,153953,75033,78920,22.343,4.534,74.646,77.154,72.438,NA,0,74470,NA,NA,NA,13.9499998092651,NA,NA,NA,NA,NA,NA
"94","Guatemala","GTM","North America",1999,11387203,5795672,5591531,35.893,6.415,67.351,70.561,64.162,NA,16,3972647,NA,8929.145,18318412251.3642,NA,NA,NA,NA,NA,NA,NA
"95","Guinea","GIN","Africa",1999,8054743,4207398,3847345,44.651,15.54,51.295,51.326,51.206,2.36142,6,2765385,NA,1580.477,3461282293.64624,NA,NA,NA,NA,NA,NA,NA
"96","Guinea-Bissau","GNB","Africa",1999,1177131,607783,569348,42.174,15.371,49.999,52.834,47.123,5.24617,6,463024,NA,194.351,224446663.800548,NA,NA,NA,NA,NA,NA,NA
"97","Guyana","GUY","South America",1999,749674,377049,372625,26.262,7.741,64.964,68.138,61.986,8.56106,6,278654,NA,1679.486,694754988.258295,NA,NA,NA,NA,NA,NA,NA
"98","Haiti","HTI","North America",1999,8319057,4223350,4095707,32.236,11.425,56.891,58.821,54.976,NA,6,3140251,NA,1331.121,4153736347.44223,7.19999980926514,8.30000019073486,6.19999980926514,NA,NA,NA,NA
"99","Heavily indebted poor countries (HIPC)","HPC","Aggregated Nations",1999,458867402,230746251,228121151,43.2552720335362,14.3644937696163,51.8421922418995,53.4323675212344,50.305457692404,3.13107,7,181131325,50.39509,74531.775,152588622672.442,NA,NA,NA,NA,NA,NA,NA
"100","High income","HIC","Aggregated Nations",1999,1071158291,543038708,527436367,12.236613921068,8.59494382336936,77.309715310756,80.4601061788479,74.3303836279536,4.60029,9.5,520735363,NA,12745738.5029927,27045047676750.4,6.97242959822445,7.5396914018519,6.50495963005245,NA,6.54443764316363,NA,NA
"101","Honduras","HND","South America",1999,6397151,3216624,3180527,34.647,5.35,70.378,72.754,68.031,NA,9,2438377,NA,4741.431,6414520529.61673,3.84999990463257,3.89000010490417,3.98000001907349,NA,NA,NA,NA
"102","Hong Kong SAR, China","HKG","Asia",1999,6606500,3342651,3263849,7.8,5,80.3829268292683,83.2,77.7,NA,9,3352637,NA,42716.883,165768095391.557,6.25,4.82000017166138,6.69999980926514,NA,NA,NA,NA
"103","Hungary","HUN","Europe",1999,10237530,5363497,4874033,9.2,14,70.6770731707317,75.21,66.36,4.55804,13,4139219,NA,58800.345,49073380173.7159,6.92899990081787,6.21570014953613,7.50470018386841,NA,8.1000003815,NA,5.5852
"104","IBRD only","IBD","Aggregated Nations",1999,3935228896,1941521311,1993634746,20.1240692385753,7.65960037072411,67.7736242769413,70.1151182885809,65.6390877076111,4.07595,9,1810562981,81.98215,10305632.4099337,5341493579753.91,5.95500965941211,NA,NA,NA,NA,NA,NA
"105","Iceland","ISL","Europe",1999,277381,138548,138833,14.8,6.9,79.3512195121951,81.4,77.4,6.4415,10,164020,NA,2068.188,8971609106.48051,2.17810010910034,2.78949999809265,1.63999998569489,NA,NA,NA,14.1274
"106","IDA & IBRD total","IBT","Aggregated Nations",1999,4992783225,2467281153,2523537629,23.8862343783748,8.63075638604674,65.2178554064452,67.3393465725958,63.2723315018599,3.76492,9,2204759526,77.3609,10802423.4039668,5762323772359.71,NA,NA,NA,NA,NA,NA,NA
"107","IDA blend","IDB","Aggregated Nations",1999,356825867,176000012,180756020,37.3686567256761,12.6336974592091,55.1954813341488,56.4707248256153,54.0212940791184,NA,8.5,121184834,61.65975,309975.495637431,183335979118.584,NA,NA,NA,NA,NA,NA,NA
